Dagsetning,Konnun,Flokkur,Prosent,Aths
10-Jun-10,MMR,Borgarahreyfingin,"1,040430062",
10-Jun-10,MMR,Dögun,,
10-Jun-10,MMR,Framsókn,"13,97444433",
10-Jun-10,MMR,Frjálslyndi flokkurinn,,
10-Jun-10,MMR,Hægri grænir,,
10-Jun-10,MMR,Hreyfingin,"3,348819624",
10-Jun-10,MMR,Lýðræðisvaktin,,
10-Jun-10,MMR,Píratar,,
10-Jun-10,MMR,Samfylking,"20,64105684",
10-Jun-10,MMR,Samstaða,,
10-Jun-10,MMR,Sjálfstæðisflokkur,"34,71973606",
10-Jun-10,MMR,Vinstrihreyfingin grænt framboð,"18,36989937",
30-Jun-10,Capacent (fylgi flokka allir),Aðrir flokkar,"3,7",
30-Jun-10,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Jun-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,7",
30-Jun-10,Capacent (fylgi flokka allir),Dögun,,
30-Jun-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,2",
30-Jun-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,2",
30-Jun-10,Capacent (fylgi flokka allir),Hægri grænir,,
30-Jun-10,Capacent (fylgi flokka allir),Hreyfingin,"3,7",
30-Jun-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Jun-10,Capacent (fylgi flokka allir),Píratar,,
30-Jun-10,Capacent (fylgi flokka allir),Samfylkingin,"22,9",
30-Jun-10,Capacent (fylgi flokka allir),Samstaða,0,
30-Jun-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,1",
30-Jun-10,Capacent (fylgi flokka allir),Vinstri grænir,"21,5",
12-Jul-10,MMR,Aðrir,"9,273491617",
12-Jul-10,MMR,Björt Framtíð,,
12-Jul-10,MMR,Borgarahreyfingin,"2,594160854",
12-Jul-10,MMR,Dögun,,
12-Jul-10,MMR,Framsókn,"11,54996034",
12-Jul-10,MMR,Frjálslyndi flokkurinn,,
12-Jul-10,MMR,Hægri grænir,,
12-Jul-10,MMR,Hreyfingin,"3,354283117",
12-Jul-10,MMR,Lýðræðisvaktin,,
12-Jul-10,MMR,Píratar,,
12-Jul-10,MMR,Samfylking,"19,36362741",
12-Jul-10,MMR,Samstaða,,
12-Jul-10,MMR,Sjálfstæðisflokkur,"36,27251883",
12-Jul-10,MMR,Vinstrihreyfingin grænt framboð,"17,59195783",
31-Jul-10,Capacent (fylgi flokka allir),Aðrir flokkar,"3,1",
31-Jul-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jul-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,7",
31-Jul-10,Capacent (fylgi flokka allir),Dögun,,
31-Jul-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,4",
31-Jul-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,1",
31-Jul-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jul-10,Capacent (fylgi flokka allir),Hreyfingin,"3,6",
31-Jul-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jul-10,Capacent (fylgi flokka allir),Píratar,,
31-Jul-10,Capacent (fylgi flokka allir),Samfylkingin,"24,1",
31-Jul-10,Capacent (fylgi flokka allir),Samstaða,0,
31-Jul-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,35,
31-Jul-10,Capacent (fylgi flokka allir),Vinstri grænir,"19,1",
19-Aug-10,MMR,Aðrir,"9,662385784",
19-Aug-10,MMR,Björt Framtíð,,
19-Aug-10,MMR,Borgarahreyfingin,"2,160679708",
19-Aug-10,MMR,Dögun,,
19-Aug-10,MMR,Framsókn,"10,73276442",
19-Aug-10,MMR,Frjálslyndi flokkurinn,,
19-Aug-10,MMR,Hægri grænir,,
19-Aug-10,MMR,Hreyfingin,"4,189146826",
19-Aug-10,MMR,Lýðræðisvaktin,,
19-Aug-10,MMR,Píratar,,
19-Aug-10,MMR,Samfylking,"16,81454351",
19-Aug-10,MMR,Samstaða,,
19-Aug-10,MMR,Sjálfstæðisflokkur,"37,20988702",
19-Aug-10,MMR,Vinstrihreyfingin grænt framboð,"19,23059274",
31-Aug-10,Capacent (fylgi flokka allir),Aðrir flokkar,"2,2",
31-Aug-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Aug-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,5",
31-Aug-10,Capacent (fylgi flokka allir),Dögun,,
31-Aug-10,Capacent (fylgi flokka allir),Framsóknarflokkur,12,
31-Aug-10,Capacent (fylgi flokka allir),Frjálslyndir,1,
31-Aug-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-Aug-10,Capacent (fylgi flokka allir),Hreyfingin,"3,1",
31-Aug-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Aug-10,Capacent (fylgi flokka allir),Píratar,,
31-Aug-10,Capacent (fylgi flokka allir),Samfylkingin,"24,6",
31-Aug-10,Capacent (fylgi flokka allir),Samstaða,0,
31-Aug-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"34,6",
31-Aug-10,Capacent (fylgi flokka allir),Vinstri grænir,"20,8",
16-Sep-10,MMR,Aðrir,"5,671210788",
16-Sep-10,MMR,Björt Framtíð,,
16-Sep-10,MMR,Borgarahreyfingin,"1,22217416",
16-Sep-10,MMR,Dögun,,
16-Sep-10,MMR,Framsókn,"12,15922114",
16-Sep-10,MMR,Frjálslyndi flokkurinn,,
16-Sep-10,MMR,Hægri grænir,,
16-Sep-10,MMR,Hreyfingin,"4,961301045",
16-Sep-10,MMR,Lýðræðisvaktin,,
16-Sep-10,MMR,Píratar,,
16-Sep-10,MMR,Samfylking,"18,46572048",
16-Sep-10,MMR,Samstaða,,
16-Sep-10,MMR,Sjálfstæðisflokkur,"35,14611475",
16-Sep-10,MMR,Vinstrihreyfingin grænt framboð,"22,37425764",
30-Sep-10,Capacent (fylgi flokka allir),Aðrir flokkar,"2,6",
30-Sep-10,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Sep-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,7",
30-Sep-10,Capacent (fylgi flokka allir),Dögun,,
30-Sep-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"11,8",
30-Sep-10,Capacent (fylgi flokka allir),Frjálslyndir,1,
30-Sep-10,Capacent (fylgi flokka allir),Hægri grænir,,
30-Sep-10,Capacent (fylgi flokka allir),Hreyfingin,"3,7",
30-Sep-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-10,Capacent (fylgi flokka allir),Píratar,,
30-Sep-10,Capacent (fylgi flokka allir),Samfylkingin,"23,1",
30-Sep-10,Capacent (fylgi flokka allir),Samstaða,0,
30-Sep-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,4",
30-Sep-10,Capacent (fylgi flokka allir),Vinstri grænir,"20,7",
5-Oct-10,MMR,Aðrir,"15,84309965",
5-Oct-10,MMR,Björt Framtíð,,
5-Oct-10,MMR,Borgarahreyfingin,"4,361205955",
5-Oct-10,MMR,Dögun,,
5-Oct-10,MMR,Framsókn,"9,539540011",
5-Oct-10,MMR,Frjálslyndi flokkurinn,,
5-Oct-10,MMR,Hægri grænir,,
5-Oct-10,MMR,Hreyfingin,"9,528058118",
5-Oct-10,MMR,Lýðræðisvaktin,,
5-Oct-10,MMR,Píratar,,
5-Oct-10,MMR,Samfylking,"12,25118057",
5-Oct-10,MMR,Samstaða,,
5-Oct-10,MMR,Sjálfstæðisflokkur,"32,95913637",
5-Oct-10,MMR,Vinstrihreyfingin grænt framboð,"15,51777933",
31-Oct-10,Capacent (fylgi flokka allir),Aðrir flokkar,"4,1",
31-Oct-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Oct-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"3,4",
31-Oct-10,Capacent (fylgi flokka allir),Dögun,,
31-Oct-10,Capacent (fylgi flokka allir),Framsóknarflokkur,12,
31-Oct-10,Capacent (fylgi flokka allir),Frjálslyndir,"1,2",
31-Oct-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-Oct-10,Capacent (fylgi flokka allir),Hreyfingin,"8,2",
31-Oct-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-10,Capacent (fylgi flokka allir),Píratar,,
31-Oct-10,Capacent (fylgi flokka allir),Samfylkingin,"17,5",
31-Oct-10,Capacent (fylgi flokka allir),Samstaða,0,
31-Oct-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,5",
31-Oct-10,Capacent (fylgi flokka allir),Vinstri grænir,"18,1",
5-Nov-10,MMR,Aðrir,"10,47727649",
5-Nov-10,MMR,Björt Framtíð,,
5-Nov-10,MMR,Borgarahreyfingin,"2,738579857",
5-Nov-10,MMR,Dögun,,
5-Nov-10,MMR,Framsókn,"9,914100789",
5-Nov-10,MMR,Frjálslyndi flokkurinn,,
5-Nov-10,MMR,Hægri grænir,,
5-Nov-10,MMR,Hreyfingin,"8,893758939",
5-Nov-10,MMR,Lýðræðisvaktin,,
5-Nov-10,MMR,Píratar,,
5-Nov-10,MMR,Samfylking,"18,61792596",
5-Nov-10,MMR,Samstaða,,
5-Nov-10,MMR,Sjálfstæðisflokkur,"33,87433911",
5-Nov-10,MMR,Vinstrihreyfingin grænt framboð,"15,48401885",
30-Nov-10,Capacent (fylgi flokka allir),Aðrir flokkar,"3,1",
30-Nov-10,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Nov-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"2,3",
30-Nov-10,Capacent (fylgi flokka allir),Dögun,,
30-Nov-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,9",
30-Nov-10,Capacent (fylgi flokka allir),Frjálslyndir,"0,8",
30-Nov-10,Capacent (fylgi flokka allir),Hægri grænir,,
30-Nov-10,Capacent (fylgi flokka allir),Hreyfingin,"7,6",
30-Nov-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-10,Capacent (fylgi flokka allir),Píratar,,
30-Nov-10,Capacent (fylgi flokka allir),Samfylkingin,"21,6",
30-Nov-10,Capacent (fylgi flokka allir),Samstaða,0,
30-Nov-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,9",
30-Nov-10,Capacent (fylgi flokka allir),Vinstri grænir,"17,7",
9-Dec-10,MMR,Aðrir,"11,25251572",
9-Dec-10,MMR,Björt Framtíð,,
9-Dec-10,MMR,Borgarahreyfingin,"1,553733428",
9-Dec-10,MMR,Dögun,,
9-Dec-10,MMR,Framsókn,"12,68758693",
9-Dec-10,MMR,Frjálslyndi flokkurinn,,
9-Dec-10,MMR,Hægri grænir,,
9-Dec-10,MMR,Hreyfingin,"6,595023633",
9-Dec-10,MMR,Lýðræðisvaktin,,
9-Dec-10,MMR,Píratar,,
9-Dec-10,MMR,Samfylking,"18,04592775",
9-Dec-10,MMR,Samstaða,,
9-Dec-10,MMR,Sjálfstæðisflokkur,"35,67395279",
9-Dec-10,MMR,Vinstrihreyfingin grænt framboð,"14,19125974",
31-Dec-10,Capacent (fylgi flokka allir),Aðrir flokkar,"2,6",
31-Dec-10,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Dec-10,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,7",
31-Dec-10,Capacent (fylgi flokka allir),Dögun,,
31-Dec-10,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,5",
31-Dec-10,Capacent (fylgi flokka allir),Frjálslyndir,"0,9",
31-Dec-10,Capacent (fylgi flokka allir),Hægri grænir,,
31-Dec-10,Capacent (fylgi flokka allir),Hreyfingin,"6,3",
31-Dec-10,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-10,Capacent (fylgi flokka allir),Píratar,,
31-Dec-10,Capacent (fylgi flokka allir),Samfylkingin,"23,6",
31-Dec-10,Capacent (fylgi flokka allir),Samstaða,0,
31-Dec-10,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,8",
31-Dec-10,Capacent (fylgi flokka allir),Vinstri grænir,"17,6",
14-Jan-11,MMR,Aðrir,"7,979768426",
14-Jan-11,MMR,Björt Framtíð,,
14-Jan-11,MMR,Borgarahreyfingin,"1,915306736",
14-Jan-11,MMR,Dögun,,
14-Jan-11,MMR,Framsókn,"9,562331195",
14-Jan-11,MMR,Frjálslyndi flokkurinn,,
14-Jan-11,MMR,Hægri grænir,,
14-Jan-11,MMR,Hreyfingin,"6,271412205",
14-Jan-11,MMR,Lýðræðisvaktin,,
14-Jan-11,MMR,Píratar,,
14-Jan-11,MMR,Samfylking,"19,83681564",
14-Jan-11,MMR,Samstaða,,
14-Jan-11,MMR,Sjálfstæðisflokkur,"36,31605102",
14-Jan-11,MMR,Vinstrihreyfingin grænt framboð,"18,11831478",
31-Jan-11,Capacent (fylgi flokka allir),Aðrir flokkar,"3,4",
31-Jan-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jan-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"2,9",
31-Jan-11,Capacent (fylgi flokka allir),Dögun,,
31-Jan-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,4",
31-Jan-11,Capacent (fylgi flokka allir),Frjálslyndir,"0,6",
31-Jan-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jan-11,Capacent (fylgi flokka allir),Hreyfingin,"4,1",
31-Jan-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-11,Capacent (fylgi flokka allir),Píratar,,
31-Jan-11,Capacent (fylgi flokka allir),Samfylkingin,"22,1",
31-Jan-11,Capacent (fylgi flokka allir),Samstaða,0,
31-Jan-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"34,3",
31-Jan-11,Capacent (fylgi flokka allir),Vinstri grænir,"19,3",
21-Feb-11,MMR,Aðrir,"8,051674189",
21-Feb-11,MMR,Björt Framtíð,,
21-Feb-11,MMR,Borgarahreyfingin,"2,15475992",
21-Feb-11,MMR,Dögun,,
21-Feb-11,MMR,Framsókn,"16,04825043",
21-Feb-11,MMR,Frjálslyndi flokkurinn,,
21-Feb-11,MMR,Hægri grænir,,
21-Feb-11,MMR,Hreyfingin,"3,725768342",
21-Feb-11,MMR,Lýðræðisvaktin,,
21-Feb-11,MMR,Píratar,,
21-Feb-11,MMR,Samfylking,"17,53302749",
21-Feb-11,MMR,Samstaða,,
21-Feb-11,MMR,Sjálfstæðisflokkur,"37,74730633",
21-Feb-11,MMR,Vinstrihreyfingin grænt framboð,"14,7392133",
28-Feb-11,Capacent (fylgi flokka allir),Aðrir flokkar,"3,4",
28-Feb-11,Capacent (fylgi flokka allir),Björt framtíð,0,
28-Feb-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,1",
28-Feb-11,Capacent (fylgi flokka allir),Dögun,,
28-Feb-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,6",
28-Feb-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,1",
28-Feb-11,Capacent (fylgi flokka allir),Hægri grænir,,
28-Feb-11,Capacent (fylgi flokka allir),Hreyfingin,"4,7",
28-Feb-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
28-Feb-11,Capacent (fylgi flokka allir),Píratar,,
28-Feb-11,Capacent (fylgi flokka allir),Samfylkingin,"23,2",
28-Feb-11,Capacent (fylgi flokka allir),Samstaða,0,
28-Feb-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,5",
28-Feb-11,Capacent (fylgi flokka allir),Vinstri grænir,"17,5",
11-Mar-11,MMR,Aðrir,"8,175662484",
11-Mar-11,MMR,Björt Framtíð,,
11-Mar-11,MMR,Borgarahreyfingin,"1,761316355",
11-Mar-11,MMR,Dögun,,
11-Mar-11,MMR,Framsókn,"13,94970064",
11-Mar-11,MMR,Frjálslyndi flokkurinn,,
11-Mar-11,MMR,Hægri grænir,,
11-Mar-11,MMR,Hreyfingin,"5,747749854",
11-Mar-11,MMR,Lýðræðisvaktin,,
11-Mar-11,MMR,Píratar,,
11-Mar-11,MMR,Samfylking,"15,01062147",
11-Mar-11,MMR,Samstaða,,
11-Mar-11,MMR,Sjálfstæðisflokkur,"40,45886961",
11-Mar-11,MMR,Vinstrihreyfingin grænt framboð,"14,89607958",
31-Mar-11,Capacent (fylgi flokka allir),Aðrir flokkar,"3,3",
31-Mar-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Mar-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,6",
31-Mar-11,Capacent (fylgi flokka allir),Dögun,,
31-Mar-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,6",
31-Mar-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
31-Mar-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-Mar-11,Capacent (fylgi flokka allir),Hreyfingin,"4,9",
31-Mar-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Mar-11,Capacent (fylgi flokka allir),Píratar,,
31-Mar-11,Capacent (fylgi flokka allir),Samfylkingin,"22,4",
31-Mar-11,Capacent (fylgi flokka allir),Samstaða,0,
31-Mar-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,8",
31-Mar-11,Capacent (fylgi flokka allir),Vinstri grænir,"16,9",
7-Apr-11,MMR,Aðrir,"7,73645314",
7-Apr-11,MMR,Björt Framtíð,,
7-Apr-11,MMR,Borgarahreyfingin,"2,876079073",
7-Apr-11,MMR,Dögun,,
7-Apr-11,MMR,Framsókn,"10,59401387",
7-Apr-11,MMR,Frjálslyndi flokkurinn,,
7-Apr-11,MMR,Hægri grænir,,
7-Apr-11,MMR,Hreyfingin,"5,093616553",
7-Apr-11,MMR,Lýðræðisvaktin,,
7-Apr-11,MMR,Píratar,,
7-Apr-11,MMR,Samfylking,"16,78454048",
7-Apr-11,MMR,Samstaða,,
7-Apr-11,MMR,Sjálfstæðisflokkur,"41,71290581",
7-Apr-11,MMR,Vinstrihreyfingin grænt framboð,"15,20239107",
30-Apr-11,Capacent (fylgi flokka allir),Aðrir flokkar,4,
30-Apr-11,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Apr-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,5",
30-Apr-11,Capacent (fylgi flokka allir),Dögun,,
30-Apr-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"15,7",
30-Apr-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,4",
30-Apr-11,Capacent (fylgi flokka allir),Hægri grænir,,
30-Apr-11,Capacent (fylgi flokka allir),Hreyfingin,"5,3",
30-Apr-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Apr-11,Capacent (fylgi flokka allir),Píratar,,
30-Apr-11,Capacent (fylgi flokka allir),Samfylkingin,"21,3",
30-Apr-11,Capacent (fylgi flokka allir),Samstaða,0,
30-Apr-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,7",
30-Apr-11,Capacent (fylgi flokka allir),Vinstri grænir,"15,2",
12-May-11,MMR,Aðrir,"5,953738465",
12-May-11,MMR,Björt Framtíð,,
12-May-11,MMR,Borgarahreyfingin,"1,600912786",
12-May-11,MMR,Dögun,,
12-May-11,MMR,Framsókn,"20,21157522",
12-May-11,MMR,Frjálslyndi flokkurinn,,
12-May-11,MMR,Hægri grænir,,
12-May-11,MMR,Hreyfingin,"4,304680866",
12-May-11,MMR,Lýðræðisvaktin,,
12-May-11,MMR,Píratar,,
12-May-11,MMR,Samfylking,"17,74584287",
12-May-11,MMR,Samstaða,,
12-May-11,MMR,Sjálfstæðisflokkur,"34,88789096",
12-May-11,MMR,Vinstrihreyfingin grænt framboð,"15,29535883",
31-May-11,Capacent (fylgi flokka allir),Aðrir flokkar,"3,6",
31-May-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-May-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,2",
31-May-11,Capacent (fylgi flokka allir),Dögun,,
31-May-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"16,3",
31-May-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
31-May-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-May-11,Capacent (fylgi flokka allir),Hreyfingin,"3,7",
31-May-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-May-11,Capacent (fylgi flokka allir),Píratar,,
31-May-11,Capacent (fylgi flokka allir),Samfylkingin,"22,8",
31-May-11,Capacent (fylgi flokka allir),Samstaða,0,
31-May-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,35,
31-May-11,Capacent (fylgi flokka allir),Vinstri grænir,"15,8",
15-Jun-11,MMR,Aðrir,"7,495916947",
15-Jun-11,MMR,Björt Framtíð,,
15-Jun-11,MMR,Borgarahreyfingin,"1,408681854",
15-Jun-11,MMR,Dögun,,
15-Jun-11,MMR,Framsókn,"15,12809504",
15-Jun-11,MMR,Frjálslyndi flokkurinn,,
15-Jun-11,MMR,Hægri grænir,,
15-Jun-11,MMR,Hreyfingin,"3,631935425",
15-Jun-11,MMR,Lýðræðisvaktin,,
15-Jun-11,MMR,Píratar,,
15-Jun-11,MMR,Samfylking,"18,893486",
15-Jun-11,MMR,Samstaða,,
15-Jun-11,MMR,Sjálfstæðisflokkur,"39,25466482",
15-Jun-11,MMR,Vinstrihreyfingin grænt framboð,"14,18721991",
30-Jun-11,Capacent (fylgi flokka allir),Aðrir flokkar,"3,3",
30-Jun-11,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Jun-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,6",
30-Jun-11,Capacent (fylgi flokka allir),Dögun,,
30-Jun-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"17,6",
30-Jun-11,Capacent (fylgi flokka allir),Frjálslyndir,1,
30-Jun-11,Capacent (fylgi flokka allir),Hægri grænir,,
30-Jun-11,Capacent (fylgi flokka allir),Hreyfingin,"3,2",
30-Jun-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Jun-11,Capacent (fylgi flokka allir),Píratar,,
30-Jun-11,Capacent (fylgi flokka allir),Samfylkingin,"21,5",
30-Jun-11,Capacent (fylgi flokka allir),Samstaða,0,
30-Jun-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,5",
30-Jun-11,Capacent (fylgi flokka allir),Vinstri grænir,"16,4",
14-Jul-11,MMR,Aðrir,"7,082016092",
14-Jul-11,MMR,Björt Framtíð,,
14-Jul-11,MMR,Borgarahreyfingin,"1,059838432",
14-Jul-11,MMR,Dögun,,
14-Jul-11,MMR,Framsókn,"17,71092552",
14-Jul-11,MMR,Frjálslyndi flokkurinn,,
14-Jul-11,MMR,Hægri grænir,,
14-Jul-11,MMR,Hreyfingin,"3,148607866",
14-Jul-11,MMR,Lýðræðisvaktin,,
14-Jul-11,MMR,Píratar,,
14-Jul-11,MMR,Samfylking,"19,83857909",
14-Jul-11,MMR,Samstaða,,
14-Jul-11,MMR,Sjálfstæðisflokkur,"36,25225667",
14-Jul-11,MMR,Vinstrihreyfingin grænt framboð,"14,90777633",
31-Jul-11,Capacent (fylgi flokka allir),Aðrir flokkar,"2,9",
31-Jul-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jul-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,3",
31-Jul-11,Capacent (fylgi flokka allir),Dögun,,
31-Jul-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"16,2",
31-Jul-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,8",
31-Jul-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jul-11,Capacent (fylgi flokka allir),Hreyfingin,"2,6",
31-Jul-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jul-11,Capacent (fylgi flokka allir),Píratar,,
31-Jul-11,Capacent (fylgi flokka allir),Samfylkingin,"22,6",
31-Jul-11,Capacent (fylgi flokka allir),Samstaða,0,
31-Jul-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,9",
31-Jul-11,Capacent (fylgi flokka allir),Vinstri grænir,"16,6",
18-Aug-11,MMR,Aðrir,"4,616118905",
18-Aug-11,MMR,Björt Framtíð,,
18-Aug-11,MMR,Borgarahreyfingin,"1,040505578",
18-Aug-11,MMR,Dögun,,
18-Aug-11,MMR,Framsókn,"19,36188001",
18-Aug-11,MMR,Frjálslyndi flokkurinn,,
18-Aug-11,MMR,Hægri grænir,,
18-Aug-11,MMR,Hreyfingin,"4,36824247",
18-Aug-11,MMR,Lýðræðisvaktin,,
18-Aug-11,MMR,Píratar,,
18-Aug-11,MMR,Samfylking,"18,73196417",
18-Aug-11,MMR,Samstaða,,
18-Aug-11,MMR,Sjálfstæðisflokkur,"35,88375304",
18-Aug-11,MMR,Vinstrihreyfingin grænt framboð,"15,99753582",
31-Aug-11,Capacent (fylgi flokka allir),Aðrir flokkar,"5,6",
31-Aug-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Aug-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,6",
31-Aug-11,Capacent (fylgi flokka allir),Dögun,,
31-Aug-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"16,8",
31-Aug-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,3",
31-Aug-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-Aug-11,Capacent (fylgi flokka allir),Hreyfingin,"2,9",
31-Aug-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Aug-11,Capacent (fylgi flokka allir),Píratar,,
31-Aug-11,Capacent (fylgi flokka allir),Samfylkingin,"21,9",
31-Aug-11,Capacent (fylgi flokka allir),Samstaða,0,
31-Aug-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,6",
31-Aug-11,Capacent (fylgi flokka allir),Vinstri grænir,"14,3",
14-Sep-11,MMR,Aðrir,"9,448519286",
14-Sep-11,MMR,Björt Framtíð,,
14-Sep-11,MMR,Borgarahreyfingin,"1,177895117",
14-Sep-11,MMR,Dögun,,
14-Sep-11,MMR,Framsókn,"15,40085013",
14-Sep-11,MMR,Frjálslyndi flokkurinn,,
14-Sep-11,MMR,Hægri grænir,,
14-Sep-11,MMR,Hreyfingin,"2,867728904",
14-Sep-11,MMR,Lýðræðisvaktin,,
14-Sep-11,MMR,Píratar,,
14-Sep-11,MMR,Samfylking,"17,81995209",
14-Sep-11,MMR,Samstaða,,
14-Sep-11,MMR,Sjálfstæðisflokkur,"38,93242493",
14-Sep-11,MMR,Vinstrihreyfingin grænt framboð,"14,35262954",
30-Sep-11,Capacent (fylgi flokka allir),Aðrir flokkar,"6,4",
30-Sep-11,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Sep-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,5",
30-Sep-11,Capacent (fylgi flokka allir),Dögun,,
30-Sep-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"15,5",
30-Sep-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,2",
30-Sep-11,Capacent (fylgi flokka allir),Hægri grænir,,
30-Sep-11,Capacent (fylgi flokka allir),Hreyfingin,3,
30-Sep-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-11,Capacent (fylgi flokka allir),Píratar,,
30-Sep-11,Capacent (fylgi flokka allir),Samfylkingin,"21,7",
30-Sep-11,Capacent (fylgi flokka allir),Samstaða,0,
30-Sep-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"36,1",
30-Sep-11,Capacent (fylgi flokka allir),Vinstri grænir,"14,7",
10-Oct-11,MMR,Aðrir,"11,16046736",
10-Oct-11,MMR,Björt Framtíð,,
10-Oct-11,MMR,Borgarahreyfingin,"1,293084212",
10-Oct-11,MMR,Dögun,,
